Episode: 1/10000, Total Frames: 357, Tiles Visited: 12, Total Rewards: -142.0000000000009, Epsilon: 0.99, Policy: SAFE
Episode: 213/10000, Total Frames: 184, Tiles Visited: 3, Total Rewards: -72.59999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 214/10000, Total Frames: 91, Tiles Visited: 4, Total Rewards: -35.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 215/10000, Total Frames: 43, Tiles Visited: 4, Total Rewards: -16.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 216/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 217/10000, Total Frames: 156, Tiles Visited: 4, Total Rewards: -61.79999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 218/10000, Total Frames: 228, Tiles Visited: 3, Total Rewards: -90.3000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 219/10000, Total Frames: 117, Tiles Visited: 3, Total Rewards: -45.69999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 220/10000, Total Frames: 129, Tiles Visited: 3, Total Rewards: -50.69999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 221/10000, Total Frames: 98, Tiles Visited: 4, Total Rewards: -38.39999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 222/10000, Total Frames: 36, Tiles Visited: 4, Total Rewards: -13.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 223/10000, Total Frames: 142, Tiles Visited: 4, Total Rewards: -55.699999999999875, Epsilon: 0.3, Policy: AGENT
Episode: 224/10000, Total Frames: 98, Tiles Visited: 4, Total Rewards: -38.09999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 225/10000, Total Frames: 354, Tiles Visited: 4, Total Rewards: -140.80000000000092, Epsilon: 0.3, Policy: AGENT
Episode: 226/10000, Total Frames: 93, Tiles Visited: 4, Total Rewards: -36.399999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 227/10000, Total Frames: 136, Tiles Visited: 3, Total Rewards: -53.499999999999886, Epsilon: 0.3, Policy: AGENT
Episode: 228/10000, Total Frames: 108, Tiles Visited: 3, Total Rewards: -42.39999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 229/10000, Total Frames: 39, Tiles Visited: 4, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 230/10000, Total Frames: 150, Tiles Visited: 4, Total Rewards: -58.899999999999864, Epsilon: 0.3, Policy: AGENT
Episode: 231/10000, Total Frames: 596, Tiles Visited: 12, Total Rewards: -237.20000000000226, Epsilon: 0.3, Policy: SAFE
Episode: 232/10000, Total Frames: 355, Tiles Visited: 4, Total Rewards: -140.7000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 233/10000, Total Frames: 35, Tiles Visited: 4, Total Rewards: -13.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 234/10000, Total Frames: 39, Tiles Visited: 3, Total Rewards: -14.900000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 235/10000, Total Frames: 221, Tiles Visited: 12, Total Rewards: -87.60000000000016, Epsilon: 0.3, Policy: AGENT
Episode: 236/10000, Total Frames: 539, Tiles Visited: 3, Total Rewards: -214.30000000000192, Epsilon: 0.3, Policy: RISK
Episode: 237/10000, Total Frames: 61, Tiles Visited: 4, Total Rewards: -23.79999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 238/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -20.99999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 239/10000, Total Frames: 157, Tiles Visited: 4, Total Rewards: -61.89999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 240/10000, Total Frames: 258, Tiles Visited: 3, Total Rewards: -102.20000000000037, Epsilon: 0.3, Policy: AGENT
Episode: 241/10000, Total Frames: 253, Tiles Visited: 5, Total Rewards: -100.10000000000035, Epsilon: 0.3, Policy: AGENT
Episode: 242/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.700000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 243/10000, Total Frames: 49, Tiles Visited: 3, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 244/10000, Total Frames: 153, Tiles Visited: 3, Total Rewards: -60.29999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 245/10000, Total Frames: 41, Tiles Visited: 3, Total Rewards: -15.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 246/10000, Total Frames: 75, Tiles Visited: 3, Total Rewards: -29.49999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 247/10000, Total Frames: 46, Tiles Visited: 3, Total Rewards: -17.900000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 248/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 249/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
Episode: 250/10000, Total Frames: 97, Tiles Visited: 4, Total Rewards: -37.79999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 251/10000, Total Frames: 156, Tiles Visited: 3, Total Rewards: -61.299999999999855, Epsilon: 0.3, Policy: AGENT
Episode: 252/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.1, Epsilon: 0.3, Policy: AGENT
Episode: 253/10000, Total Frames: 281, Tiles Visited: 12, Total Rewards: -111.80000000000051, Epsilon: 0.3, Policy: SAFE
Episode: 254/10000, Total Frames: 198, Tiles Visited: 3, Total Rewards: -77.80000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 255/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.899999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 256/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 257/10000, Total Frames: 42, Tiles Visited: 4, Total Rewards: -16.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 258/10000, Total Frames: 190, Tiles Visited: 4, Total Rewards: -74.89999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 259/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -16.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 260/10000, Total Frames: 247, Tiles Visited: 3, Total Rewards: -97.20000000000032, Epsilon: 0.3, Policy: RISK
Episode: 261/10000, Total Frames: 184, Tiles Visited: 4, Total Rewards: -72.79999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 262/10000, Total Frames: 198, Tiles Visited: 8, Total Rewards: -78.20000000000005, Epsilon: 0.3, Policy: AGENT
Episode: 263/10000, Total Frames: 120, Tiles Visited: 4, Total Rewards: -46.7999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 264/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -20.89999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 265/10000, Total Frames: 93, Tiles Visited: 4, Total Rewards: -36.39999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 266/10000, Total Frames: 89, Tiles Visited: 4, Total Rewards: -34.599999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 267/10000, Total Frames: 62, Tiles Visited: 4, Total Rewards: -24.29999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 268/10000, Total Frames: 142, Tiles Visited: 4, Total Rewards: -55.69999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 269/10000, Total Frames: 91, Tiles Visited: 4, Total Rewards: -35.49999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 270/10000, Total Frames: 116, Tiles Visited: 4, Total Rewards: -45.399999999999906, Epsilon: 0.3, Policy: AGENT
Episode: 271/10000, Total Frames: 273, Tiles Visited: 3, Total Rewards: -108.00000000000047, Epsilon: 0.3, Policy: AGENT
Episode: 272/10000, Total Frames: 141, Tiles Visited: 4, Total Rewards: -55.49999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 273/10000, Total Frames: 86, Tiles Visited: 8, Total Rewards: -33.79999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 274/10000, Total Frames: 64, Tiles Visited: 4, Total Rewards: -24.899999999999977, Epsilon: 0.3, Policy: AGENT
Episode: 275/10000, Total Frames: 294, Tiles Visited: 4, Total Rewards: -117.10000000000058, Epsilon: 0.3, Policy: AGENT
Episode: 276/10000, Total Frames: 62, Tiles Visited: 6, Total Rewards: -23.99999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 277/10000, Total Frames: 283, Tiles Visited: 12, Total Rewards: -111.80000000000052, Epsilon: 0.3, Policy: SAFE
Episode: 278/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.2, Epsilon: 0.3, Policy: AGENT
Episode: 279/10000, Total Frames: 88, Tiles Visited: 3, Total Rewards: -34.49999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 280/10000, Total Frames: 227, Tiles Visited: 4, Total Rewards: -89.7000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 281/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.099999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 282/10000, Total Frames: 188, Tiles Visited: 4, Total Rewards: -74.59999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 283/10000, Total Frames: 105, Tiles Visited: 3, Total Rewards: -41.199999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 284/10000, Total Frames: 138, Tiles Visited: 3, Total Rewards: -54.39999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 285/10000, Total Frames: 79, Tiles Visited: 9, Total Rewards: -30.799999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 286/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.400000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 287/10000, Total Frames: 196, Tiles Visited: 4, Total Rewards: -77.20000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 288/10000, Total Frames: 101, Tiles Visited: 4, Total Rewards: -39.89999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 289/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.400000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 290/10000, Total Frames: 104, Tiles Visited: 4, Total Rewards: -40.89999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 291/10000, Total Frames: 56, Tiles Visited: 4, Total Rewards: -21.69999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 292/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.300000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 293/10000, Total Frames: 53, Tiles Visited: 3, Total Rewards: -20.499999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 294/10000, Total Frames: 108, Tiles Visited: 3, Total Rewards: -42.69999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 295/10000, Total Frames: 162, Tiles Visited: 4, Total Rewards: -63.79999999999984, Epsilon: 0.3, Policy: AGENT
Episode: 296/10000, Total Frames: 75, Tiles Visited: 4, Total Rewards: -29.49999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 297/10000, Total Frames: 56, Tiles Visited: 5, Total Rewards: -21.599999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 298/10000, Total Frames: 395, Tiles Visited: 3, Total Rewards: -156.2000000000011, Epsilon: 0.3, Policy: RISK
Episode: 299/10000, Total Frames: 177, Tiles Visited: 3, Total Rewards: -69.49999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 300/10000, Total Frames: 49, Tiles Visited: 3, Total Rewards: -18.9, Epsilon: 0.3, Policy: AGENT
Episode: 301/10000, Total Frames: 279, Tiles Visited: 12, Total Rewards: -110.4000000000005, Epsilon: 0.3, Policy: SAFE
Episode: 302/10000, Total Frames: 48, Tiles Visited: 4, Total Rewards: -18.5, Epsilon: 0.3, Policy: AGENT
Episode: 303/10000, Total Frames: 225, Tiles Visited: 4, Total Rewards: -88.90000000000019, Epsilon: 0.3, Policy: AGENT
Episode: 304/10000, Total Frames: 50, Tiles Visited: 4, Total Rewards: -19.399999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 305/10000, Total Frames: 125, Tiles Visited: 3, Total Rewards: -49.19999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 306/10000, Total Frames: 45, Tiles Visited: 3, Total Rewards: -17.200000000000003, Epsilon: 0.3, Policy: AGENT
Episode: 307/10000, Total Frames: 211, Tiles Visited: 4, Total Rewards: -83.50000000000011, Epsilon: 0.3, Policy: AGENT
Episode: 308/10000, Total Frames: 93, Tiles Visited: 4, Total Rewards: -36.59999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 309/10000, Total Frames: 52, Tiles Visited: 4, Total Rewards: -20.199999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 310/10000, Total Frames: 96, Tiles Visited: 3, Total Rewards: -37.399999999999935, Epsilon: 0.3, Policy: AGENT
Episode: 311/10000, Total Frames: 139, Tiles Visited: 4, Total Rewards: -54.699999999999875, Epsilon: 0.3, Policy: AGENT
Episode: 312/10000, Total Frames: 337, Tiles Visited: 3, Total Rewards: -133.00000000000077, Epsilon: 0.3, Policy: RISK
Episode: 313/10000, Total Frames: 107, Tiles Visited: 5, Total Rewards: -41.89999999999992, Epsilon: 0.3, Policy: AGENT
Episode: 314/10000, Total Frames: 112, Tiles Visited: 3, Total Rewards: -43.89999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 315/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 316/10000, Total Frames: 38, Tiles Visited: 3, Total Rewards: -14.700000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 317/10000, Total Frames: 184, Tiles Visited: 4, Total Rewards: -72.69999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 318/10000, Total Frames: 34, Tiles Visited: 4, Total Rewards: -12.800000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 319/10000, Total Frames: 56, Tiles Visited: 3, Total Rewards: -21.799999999999986, Epsilon: 0.3, Policy: AGENT
Episode: 320/10000, Total Frames: 341, Tiles Visited: 4, Total Rewards: -135.30000000000084, Epsilon: 0.3, Policy: AGENT
Episode: 321/10000, Total Frames: 170, Tiles Visited: 4, Total Rewards: -67.19999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 322/10000, Total Frames: 122, Tiles Visited: 3, Total Rewards: -47.3999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 323/10000, Total Frames: 48, Tiles Visited: 5, Total Rewards: -18.7, Epsilon: 0.3, Policy: AGENT
Episode: 324/10000, Total Frames: 45, Tiles Visited: 5, Total Rewards: -17.300000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 325/10000, Total Frames: 153, Tiles Visited: 3, Total Rewards: -60.299999999999855, Epsilon: 0.3, Policy: AGENT
Episode: 326/10000, Total Frames: 35, Tiles Visited: 3, Total Rewards: -13.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 327/10000, Total Frames: 100, Tiles Visited: 3, Total Rewards: -39.199999999999925, Epsilon: 0.3, Policy: AGENT
Episode: 328/10000, Total Frames: 86, Tiles Visited: 3, Total Rewards: -33.49999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 329/10000, Total Frames: 320, Tiles Visited: 12, Total Rewards: -126.80000000000072, Epsilon: 0.3, Policy: SAFE
Episode: 330/10000, Total Frames: 94, Tiles Visited: 4, Total Rewards: -36.69999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 331/10000, Total Frames: 79, Tiles Visited: 4, Total Rewards: -30.799999999999955, Epsilon: 0.3, Policy: AGENT
Episode: 332/10000, Total Frames: 54, Tiles Visited: 4, Total Rewards: -20.79999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 333/10000, Total Frames: 339, Tiles Visited: 4, Total Rewards: -134.2000000000008, Epsilon: 0.3, Policy: AGENT
Episode: 334/10000, Total Frames: 77, Tiles Visited: 4, Total Rewards: -29.89999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 335/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.799999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 336/10000, Total Frames: 44, Tiles Visited: 4, Total Rewards: -16.800000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 337/10000, Total Frames: 255, Tiles Visited: 12, Total Rewards: -101.10000000000036, Epsilon: 0.3, Policy: SAFE
Episode: 338/10000, Total Frames: 100, Tiles Visited: 4, Total Rewards: -39.19999999999993, Epsilon: 0.3, Policy: AGENT
Episode: 339/10000, Total Frames: 164, Tiles Visited: 5, Total Rewards: -64.69999999999985, Epsilon: 0.3, Policy: AGENT
Episode: 340/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
Episode: 341/10000, Total Frames: 82, Tiles Visited: 3, Total Rewards: -32.19999999999995, Epsilon: 0.3, Policy: AGENT
Episode: 342/10000, Total Frames: 207, Tiles Visited: 3, Total Rewards: -81.90000000000009, Epsilon: 0.3, Policy: AGENT
Episode: 343/10000, Total Frames: 42, Tiles Visited: 3, Total Rewards: -16.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 344/10000, Total Frames: 38, Tiles Visited: 4, Total Rewards: -14.600000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 345/10000, Total Frames: 33, Tiles Visited: 3, Total Rewards: -12.400000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 346/10000, Total Frames: 47, Tiles Visited: 3, Total Rewards: -18.0, Epsilon: 0.3, Policy: AGENT
Episode: 347/10000, Total Frames: 47, Tiles Visited: 4, Total Rewards: -18.3, Epsilon: 0.3, Policy: AGENT
Episode: 348/10000, Total Frames: 42, Tiles Visited: 4, Total Rewards: -16.10000000000001, Epsilon: 0.3, Policy: AGENT
Episode: 349/10000, Total Frames: 61, Tiles Visited: 3, Total Rewards: -23.79999999999998, Epsilon: 0.3, Policy: AGENT
Episode: 350/10000, Total Frames: 218, Tiles Visited: 3, Total Rewards: -86.20000000000016, Epsilon: 0.3, Policy: RISK
Episode: 351/10000, Total Frames: 259, Tiles Visited: 12, Total Rewards: -102.7000000000004, Epsilon: 0.3, Policy: SAFE
Episode: 352/10000, Total Frames: 164, Tiles Visited: 3, Total Rewards: -64.69999999999983, Epsilon: 0.3, Policy: AGENT
Episode: 353/10000, Total Frames: 75, Tiles Visited: 4, Total Rewards: -29.19999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 354/10000, Total Frames: 43, Tiles Visited: 3, Total Rewards: -16.500000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 355/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.300000000000004, Epsilon: 0.3, Policy: AGENT
Episode: 356/10000, Total Frames: 55, Tiles Visited: 4, Total Rewards: -21.19999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 357/10000, Total Frames: 252, Tiles Visited: 12, Total Rewards: -99.40000000000033, Epsilon: 0.3, Policy: SAFE
Episode: 358/10000, Total Frames: 49, Tiles Visited: 4, Total Rewards: -18.999999999999996, Epsilon: 0.3, Policy: AGENT
Episode: 359/10000, Total Frames: 36, Tiles Visited: 3, Total Rewards: -13.700000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 360/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.100000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 361/10000, Total Frames: 55, Tiles Visited: 4, Total Rewards: -21.29999999999999, Epsilon: 0.3, Policy: AGENT
Episode: 362/10000, Total Frames: 187, Tiles Visited: 9, Total Rewards: -73.99999999999997, Epsilon: 0.3, Policy: AGENT
Episode: 363/10000, Total Frames: 42, Tiles Visited: 4, Total Rewards: -16.000000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 364/10000, Total Frames: 391, Tiles Visited: 8, Total Rewards: -155.80000000000112, Epsilon: 0.3, Policy: AGENT
Episode: 365/10000, Total Frames: 48, Tiles Visited: 3, Total Rewards: -18.7, Epsilon: 0.3, Policy: AGENT
Episode: 366/10000, Total Frames: 45, Tiles Visited: 4, Total Rewards: -17.400000000000002, Epsilon: 0.3, Policy: AGENT
Episode: 367/10000, Total Frames: 143, Tiles Visited: 4, Total Rewards: -56.19999999999987, Epsilon: 0.3, Policy: AGENT
Episode: 368/10000, Total Frames: 40, Tiles Visited: 4, Total Rewards: -15.400000000000007, Epsilon: 0.3, Policy: AGENT
Episode: 369/10000, Total Frames: 126, Tiles Visited: 3, Total Rewards: -49.29999999999989, Epsilon: 0.3, Policy: AGENT
Episode: 370/10000, Total Frames: 37, Tiles Visited: 3, Total Rewards: -14.200000000000006, Epsilon: 0.3, Policy: AGENT
Episode: 371/10000, Total Frames: 60, Tiles Visited: 4, Total Rewards: -23.299999999999983, Epsilon: 0.3, Policy: AGENT
Episode: 372/10000, Total Frames: 175, Tiles Visited: 4, Total Rewards: -68.49999999999991, Epsilon: 0.3, Policy: AGENT
Episode: 373/10000, Total Frames: 91, Tiles Visited: 3, Total Rewards: -35.29999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 374/10000, Total Frames: 96, Tiles Visited: 3, Total Rewards: -37.59999999999994, Epsilon: 0.3, Policy: AGENT
Episode: 375/10000, Total Frames: 60, Tiles Visited: 4, Total Rewards: -23.499999999999982, Epsilon: 0.3, Policy: AGENT
Episode: 376/10000, Total Frames: 84, Tiles Visited: 3, Total Rewards: -33.099999999999945, Epsilon: 0.3, Policy: AGENT
Episode: 377/10000, Total Frames: 164, Tiles Visited: 4, Total Rewards: -64.59999999999984, Epsilon: 0.3, Policy: AGENT
